"Data","Último","Abertura","Máximo","Mínimo","Vol.","% var."
"11.09.2016","173,60","176,00","176,00","176,00","57,69K","-2,11%"
"04.09.2016","177,35","179,50","181,50","177,00","2,24M","-0,11%"
"28.08.2016","177,55","171,50","180,00","168,30","17,68M","3,74%"
"21.08.2016","171,15","168,50","175,00","168,00","128,88M","2,30%"
"14.08.2016","167,30","166,70","170,00","164,05","18,34M","0,27%"
"07.08.2016","166,85","173,00","175,00","165,35","46,04M","-3,83%"
"31.07.2016","173,50","173,95","176,50","166,00","59,71M","-0,12%"
"24.07.2016","173,70","169,45","175,60","165,65","68,50M","2,54%"
"17.07.2016","169,40","175,70","176,00","167,00","50,42M","1,07%"
"10.07.2016","167,60","167,60","167,60","167,60","","2,38%"
"03.07.2016","163,70","163,70","163,70","163,70","","-1,65%"
"26.06.2016","166,45","166,45","166,45","166,45","","9,11%"
"19.06.2016","152,55","152,55","152,55","152,55","","-5,28%"
"12.06.2016","161,05","162,00","162,00","162,00","55,43K","3,24%"
"05.06.2016","156,00","156,00","156,00","156,00","","9,09%"
"29.05.2016","143,00","143,00","143,00","143,00","","5,15%"
"22.05.2016","136,00","136,00","136,00","136,00","","-3,34%"
"15.05.2016","140,70","140,70","140,70","140,70","","-3,30%"
"08.05.2016","145,50","145,50","145,50","145,50","","4,98%"
"01.05.2016","138,60","138,60","138,60","138,60","","1,91%"
"24.04.2016","136,00","136,00","136,00","136,00","","-2,02%"
"17.04.2016","138,80","138,80","138,80","138,80","","0,47%"
"10.04.2016","138,15","138,15","138,15","138,15","","2,14%"
"03.04.2016","135,25","135,25","135,25","135,25","","-5,58%"
"27.03.2016","143,25","143,25","143,25","143,25","","-0,76%"
"20.03.2016","144,35","144,35","144,35","144,35","","-5,10%"
"13.03.2016","152,10","152,10","152,10","152,10","","7,53%"
"06.03.2016","141,45","134,00","136,50","133,00","9,27M","4,93%"
"28.02.2016","134,80","127,50","134,50","125,00","27,50M","5,23%"
"21.02.2016","128,10","130,00","132,75","127,35","44,60M","-1,12%"
"14.02.2016","129,55","135,30","135,60","128,75","37,78M","-4,74%"
"07.02.2016","136,00","142,00","142,00","131,00","52,77M","-4,02%"
"31.01.2016","141,70","138,45","146,50","138,45","121,49M","1,58%"
"24.01.2016","139,50","138,50","144,00","138,30","45,77M","0,90%"
"17.01.2016","138,25","138,50","142,10","134,30","76,70M","-0,90%"
"10.01.2016","139,50","145,20","145,20","137,65","47,87M","-3,93%"
"03.01.2016","145,20","148,20","152,10","143,40","58,46M","-3,26%"
"27.12.2015","150,10","146,00","150,30","143,10","24,23M","1,90%"
"20.12.2015","147,30","145,25","147,80","143,00","19,39M","5,48%"
"13.12.2015","139,65","139,65","139,65","139,65","","-1,72%"
"06.12.2015","142,10","142,10","142,10","142,10","","-3,40%"
"29.11.2015","147,10","143,00","148,15","138,40","7,64M","1,10%"
"22.11.2015","145,50","144,00","147,00","141,95","32,11M","1,75%"
"15.11.2015","143,00","138,50","143,50","136,60","66,13M","3,51%"
"08.11.2015","138,15","144,00","145,70","137,90","77,67M","-3,59%"
"01.11.2015","143,30","143,55","148,70","142,50","104,22M","-2,35%"
"25.10.2015","146,75","144,00","148,00","141,50","50,05M","2,16%"
"18.10.2015","143,65","154,80","155,50","143,25","84,68M","-7,14%"
"11.10.2015","154,70","160,00","167,40","154,30","157,95M","-3,40%"
"04.10.2015","160,15","150,70","163,40","150,00","98,22M","6,31%"
"27.09.2015","150,65","148,95","152,25","145,50","63,51M","1,11%"
"20.09.2015","149,00","139,40","149,95","138,50","65,73M","7,85%"
"13.09.2015","138,15","138,15","138,15","138,15","","-0,97%"
"06.09.2015","139,50","147,00","147,00","146,05","503,32K","-2,58%"
"30.08.2015","143,20","150,00","150,80","142,60","62,49M","-4,53%"
"23.08.2015","150,00","156,10","157,50","146,30","51,30M","-3,85%"
"16.08.2015","156,00","178,50","178,95","155,50","44,83M","-12,85%"
"09.08.2015","179,00","159,75","181,50","159,00","119,68M","12,58%"
"02.08.2015","159,00","155,00","161,95","152,05","58,42M","1,92%"
"26.07.2015","156,00","153,30","158,40","152,50","44,64M","1,33%"
"19.07.2015","153,95","153,00","155,00","152,00","5,92M","-1,57%"
"12.07.2015","156,40","156,40","156,40","156,40","","3,78%"
"05.07.2015","150,70","150,70","150,70","150,70","","-3,24%"
"28.06.2015","155,75","155,75","155,75","155,75","","-3,83%"
"21.06.2015","161,95","161,95","161,95","161,95","","3,55%"
"14.06.2015","156,40","156,40","156,40","156,40","","-3,49%"
"07.06.2015","162,05","162,05","162,05","162,05","","-1,58%"
"31.05.2015","164,65","164,65","164,65","164,65","","5,75%"
"24.05.2015","155,70","155,70","155,70","155,70","","-1,17%"
"17.05.2015","157,55","157,55","157,55","157,55","","-10,84%"
"10.05.2015","176,70","176,70","176,70","176,70","","3,55%"
"03.05.2015","170,65","170,65","170,65","170,65","","-3,04%"
"26.04.2015","176,00","162,30","162,30","162,30","94,91K","-3,16%"
"19.04.2015","181,75","181,75","181,75","181,75","","1,08%"
"12.04.2015","179,80","179,80","179,80","179,80","","3,07%"
"05.04.2015","174,45","174,45","174,45","174,45","","-3,94%"
"29.03.2015","181,60","181,60","181,60","181,60","","2,71%"
"22.03.2015","176,80","176,80","176,80","176,80","","-1,91%"
"15.03.2015","180,25","170,00","173,80","170,00","166,06K","6,19%"
"08.03.2015","169,75","171,00","172,00","169,25","11,93M","-6,16%"
"01.03.2015","180,90","171,00","177,25","164,25","9,33M","-1,15%"
"22.02.2015","183,00","185,50","185,65","173,25","44,00M","-1,08%"
"15.02.2015","185,00","194,00","194,00","182,20","22,07M","-6,94%"
"08.02.2015","198,80","206,55","208,00","195,10","93,08M","-4,05%"
"01.02.2015","207,20","201,25","209,50","197,50","106,91M","3,08%"
"25.01.2015","201,00","198,50","209,50","197,65","119,70M","1,62%"
"18.01.2015","197,80","207,50","211,00","194,15","78,06M","-4,93%"
"11.01.2015","208,05","223,50","225,50","206,85","135,84M","-5,84%"
"04.01.2015","220,95","198,90","223,00","196,50","110,88M","11,76%"
"28.12.2014","197,70","205,00","205,10","197,10","20,32M","-4,22%"
"21.12.2014","206,40","212,60","213,00","204,50","16,14M","-3,08%"
"14.12.2014","212,95","219,40","219,40","212,00","12,06M","1,70%"
"07.12.2014","209,40","217,00","218,00","215,85","2,51M","-3,50%"
"30.11.2014","217,00","222,05","228,00","217,05","25,15M","-3,45%"
"23.11.2014","224,75","233,00","236,00","226,00","28,94M","-2,28%"
"16.11.2014","230,00","228,00","239,00","225,50","64,70M","0,92%"
"09.11.2014","227,90","216,00","229,90","214,10","96,95M","5,12%"
"02.11.2014","216,80","218,00","223,00","215,50","90,91M","-0,55%"
"26.10.2014","218,00","221,95","224,00","213,50","82,97M","-1,58%"
"19.10.2014","221,50","237,05","237,05","217,95","220,11M","-7,03%"
"12.10.2014","238,25","250,50","253,50","237,30","179,87M","-5,27%"
"05.10.2014","251,50","239,00","256,40","238,40","221,60M","5,74%"
"28.09.2014","237,85","221,00","245,45","220,20","301,27M","7,14%"
"21.09.2014","222,00","213,70","227,00","213,55","198,31M","6,55%"
"14.09.2014","208,35","212,00","212,00","212,00","7,55M","-3,96%"
"07.09.2014","216,95","226,50","227,00","212,00","12,31M","-6,49%"
"31.08.2014","232,00","235,20","244,00","229,50","18,99M","-1,44%"
"24.08.2014","235,40","221,50","238,50","219,00","118,93M","6,61%"
"17.08.2014","220,80","223,15","225,55","215,50","59,67M","-1,38%"
"10.08.2014","223,90","216,80","226,50","215,30","119,03M","4,02%"
"03.08.2014","215,25","231,25","235,00","214,00","232,54M","-6,58%"
"27.07.2014","230,40","215,30","249,60","214,00","244,23M","7,09%"
"20.07.2014","215,15","211,50","218,50","211,50","57,62M","6,35%"
"13.07.2014","202,30","202,30","202,30","202,30","","7,41%"
"06.07.2014","188,35","188,35","188,35","188,35","","-6,18%"
"29.06.2014","200,75","200,75","200,75","200,75","","-1,01%"
"22.06.2014","202,80","202,80","202,80","202,80","","-1,84%"
"15.06.2014","206,60","206,60","206,60","206,60","","-0,53%"
"08.06.2014","207,70","207,70","207,70","207,70","","0,97%"
"01.06.2014","205,70","205,70","205,70","205,70","","-3,06%"
"25.05.2014","212,20","212,20","212,20","212,20","","-2,57%"
"18.05.2014","217,80","217,80","217,80","217,80","","-0,91%"
"11.05.2014","219,80","219,80","219,80","219,80","","0,92%"
"04.05.2014","217,80","217,80","217,80","217,80","","-10,30%"
"27.04.2014","242,80","242,80","242,80","242,80","","-1,82%"
"20.04.2014","247,30","247,30","247,30","247,30","","2,19%"
"13.04.2014","242,00","242,00","242,00","242,00","","-0,49%"
"06.04.2014","243,20","243,20","243,20","243,20","","10,10%"
"30.03.2014","220,90","199,00","199,00","199,00","316,45K","2,08%"
"23.03.2014","216,40","216,40","216,40","216,40","","8,12%"
"16.03.2014","200,15","227,95","229,00","227,95","5,12M","-16,24%"
"09.03.2014","238,95","247,00","247,00","220,00","4,97M","0,80%"
"02.03.2014","237,05","205,00","237,20","205,00","4,52M","13,97%"
"23.02.2014","208,00","202,00","209,00","201,00","33,21M","6,72%"
"16.02.2014","194,90","160,50","197,50","157,50","33,77M","21,43%"
"09.02.2014","160,50","159,60","164,00","156,60","67,25M","0,31%"
"02.02.2014","160,00","146,75","167,50","146,25","107,45M","8,84%"
"26.01.2014","147,00","138,00","147,25","136,15","73,43M","6,52%"
"19.01.2014","138,00","141,90","143,00","136,55","34,46M","-2,34%"
"12.01.2014","141,30","145,50","146,05","140,10","37,51M","-3,19%"
"05.01.2014","145,95","142,20","148,00","141,75","91,74M","2,78%"
"29.12.2013","142,00","142,00","143,10","134,70","37,29M","-0,04%"
"22.12.2013","142,05","141,00","144,35","140,60","29,15M","0,74%"
"15.12.2013","141,00","141,50","142,20","138,35","25,12M","3,18%"
"08.12.2013","136,65","130,00","135,55","130,00","3,65M","8,71%"
"01.12.2013","125,70","131,20","132,00","128,00","21,91M","-4,19%"
"24.11.2013","131,20","126,15","132,00","125,95","30,77M","3,35%"
"17.11.2013","126,95","124,60","132,50","124,60","21,42M","1,52%"
"10.11.2013","125,05","127,50","130,00","124,40","34,37M","-1,19%"
"03.11.2013","126,55","127,20","127,85","123,85","46,80M","-0,43%"
"27.10.2013","127,10","134,75","134,75","125,70","52,14M","-5,33%"
"20.10.2013","134,25","138,10","138,10","134,05","53,28M","-2,86%"
"13.10.2013","138,20","141,00","142,00","138,15","61,36M","-1,95%"
"06.10.2013","140,95","137,95","142,50","137,20","46,92M","2,32%"
"29.09.2013","137,75","136,65","140,15","136,10","52,48M","0,58%"
"22.09.2013","136,95","138,55","145,00","136,75","83,94M","1,78%"
"15.09.2013","134,55","134,55","134,55","134,55","","-3,20%"
"08.09.2013","139,00","137,00","137,00","136,60","373,87K","1,53%"
"01.09.2013","136,90","135,25","136,00","134,00","2,88M","2,32%"
"25.08.2013","133,80","136,30","138,35","133,75","49,24M","-1,91%"
"18.08.2013","136,40","144,15","144,80","134,70","39,28M","-5,28%"
"11.08.2013","144,00","147,00","150,00","143,50","71,57M","-2,70%"
"04.08.2013","148,00","141,00","149,20","139,60","106,79M","4,96%"
"28.07.2013","141,00","147,15","147,50","137,60","57,04M","-3,62%"
"21.07.2013","146,30","150,95","151,00","144,55","35,97M","-0,61%"
"14.07.2013","147,20","147,20","147,20","147,20","","3,23%"
"07.07.2013","142,60","142,60","142,60","142,60","","-1,96%"
"30.06.2013","145,45","145,45","145,45","145,45","","-0,17%"
"23.06.2013","145,70","145,70","145,70","145,70","","2,00%"
"16.06.2013","142,85","142,85","142,85","142,85","","-2,76%"
"09.06.2013","146,90","146,90","146,90","146,90","","-3,29%"
"02.06.2013","151,90","151,90","151,90","151,90","","-0,78%"
"26.05.2013","153,10","153,10","153,10","153,10","","-0,29%"
"19.05.2013","153,55","153,55","153,55","153,55","","-4,15%"
"12.05.2013","160,20","170,50","170,50","170,50","1,92M","-5,29%"
"05.05.2013","169,15","162,20","167,25","162,20","400,31K","3,33%"
"28.04.2013","163,70","156,05","162,50","156,05","258,05K","5,61%"
"21.04.2013","155,00","165,60","165,60","157,80","2,03M","-7,19%"
"14.04.2013","167,00","157,90","166,00","157,90","1,71M","4,18%"
"07.04.2013","160,30","165,10","165,25","160,50","2,80M","-3,23%"
"31.03.2013","165,65","165,00","165,05","162,50","861,69K","1,81%"
"24.03.2013","162,70","161,00","163,90","161,00","490,37K","1,24%"
"17.03.2013","160,70","158,70","160,00","158,70","5,71M","0,66%"
"10.03.2013","159,65","169,40","169,50","169,00","930,77K","-5,28%"
"03.03.2013","168,55","171,00","172,00","170,80","304,40K","0,03%"
"24.02.2013","168,50","169,15","169,50","165,00","56,29M","-0,24%"
"17.02.2013","168,90","167,75","169,20","163,50","64,90M","0,39%"
"10.02.2013","168,25","174,35","174,35","167,60","36,87M","-2,94%"
"03.02.2013","173,35","182,50","182,90","171,30","73,50M","-5,25%"
"27.01.2013","182,95","181,50","185,15","180,70","91,50M","0,97%"
"20.01.2013","181,20","192,00","192,90","180,50","94,86M","-5,99%"
"13.01.2013","192,75","189,25","194,50","187,40","136,62M","1,47%"
"06.01.2013","189,95","183,60","190,00","181,60","98,69M","3,29%"
"30.12.2012","183,90","183,35","189,50","178,70","40,44M","0,38%"
"23.12.2012","183,20","183,10","186,45","181,55","16,13M","0,83%"
"16.12.2012","181,70","180,50","183,50","179,00","34,58M","4,70%"
"09.12.2012","173,55","179,00","179,50","179,00","1,64M","-6,09%"
"02.12.2012","184,80","180,00","186,50","178,05","3,80M","2,30%"
"25.11.2012","180,65","184,65","190,00","179,00","47,60M","-1,95%"
"18.11.2012","184,25","189,50","194,00","182,15","61,27M","-2,31%"
"11.11.2012","188,60","191,65","197,00","187,00","83,47M","-1,75%"
"04.11.2012","191,95","200,00","200,75","191,20","86,03M","-3,59%"
"28.10.2012","199,10","202,50","209,00","198,50","74,92M","-2,07%"
"21.10.2012","203,30","209,00","214,50","202,60","147,11M","-3,21%"
"14.10.2012","210,05","208,50","212,50","205,00","108,42M","0,70%"
"07.10.2012","208,60","218,05","219,80","208,10","69,00M","-4,42%"
"30.09.2012","218,25","222,00","237,45","217,55","252,07M","-1,82%"
"23.09.2012","222,30","223,65","224,75","216,70","89,50M","-0,31%"
"16.09.2012","223,00","229,30","229,30","216,05","17,52M","-2,28%"
"09.09.2012","228,20","212,25","230,00","212,25","5,25M","10,24%"
"02.09.2012","207,00","205,00","209,70","204,10","2,80M","1,25%"
"26.08.2012","204,45","209,50","213,50","203,30","41,56M","-1,54%"
"19.08.2012","207,65","213,50","218,30","207,10","35,83M","-2,79%"
"12.08.2012","213,60","224,00","224,00","209,50","103,24M","-6,50%"
"05.08.2012","228,45","223,70","230,00","214,15","205,86M","1,83%"
"29.07.2012","224,35","223,35","232,30","220,70","211,36M","0,56%"
"22.07.2012","223,10","234,10","235,55","221,00","142,08M","-3,88%"
"15.07.2012","232,10","229,50","229,50","229,50","232,36K","1,02%"
"08.07.2012","229,75","229,75","229,75","229,75","","3,26%"
"01.07.2012","222,50","210,00","226,40","210,00","917,75K","5,50%"
"24.06.2012","210,90","194,55","210,90","194,55","2,34M","7,25%"
"17.06.2012","196,65","190,25","190,25","190,25","385,43K","5,78%"
"10.06.2012","185,90","192,25","192,25","191,00","1,19M","-3,18%"
"03.06.2012","192,00","195,00","195,00","192,25","468,59K","-2,93%"
"27.05.2012","197,80","203,25","203,25","194,75","1,02M","-6,39%"
"20.05.2012","211,30","211,30","211,30","211,30","","-2,02%"
"13.05.2012","215,65","215,65","215,65","215,65","","0,77%"
"06.05.2012","214,00","214,05","214,05","213,00","124,16K","0,47%"
"29.04.2012","213,00","214,50","214,50","214,00","245,90K","-2,29%"
"22.04.2012","218,00","220,90","221,80","218,00","950,63K","-1,78%"
"15.04.2012","221,95","222,00","222,00","213,30","1,17M","-0,89%"
"08.04.2012","223,95","227,40","228,00","225,70","1,66M","-4,34%"
"01.04.2012","234,10","234,10","234,10","234,10","","0,04%"
"25.03.2012","234,00","230,90","231,00","228,40","167,21K","2,41%"
"18.03.2012","228,50","227,00","227,00","227,00","164,80K","0,48%"
"11.03.2012","227,40","235,85","235,85","232,75","936,58K","-3,58%"
"04.03.2012","235,85","256,00","262,10","239,00","1,80M","-8,05%"
"26.02.2012","256,50","266,50","268,35","253,00","100,22M","-3,79%"
"19.02.2012","266,60","267,40","270,50","264,65","103,93M","-0,24%"
"12.02.2012","267,25","291,60","293,25","262,15","348,62M","-8,10%"
"05.02.2012","290,80","294,40","300,15","289,55","273,60M","-1,17%"
"29.01.2012","294,25","295,95","296,90","287,50","214,20M","-0,64%"
"22.01.2012","296,15","305,40","306,00","295,30","199,26M","-3,00%"
"15.01.2012","305,30","305,50","310,55","301,00","285,84M","0,11%"
"08.01.2012","304,95","299,30","318,00","297,00","438,68M","1,89%"
"01.01.2012","299,30","303,80","309,30","293,75","234,53M","-1,51%"
"25.12.2011","303,90","296,55","307,80","294,40","98,97M","2,25%"
"18.12.2011","297,20","299,00","301,95","295,70","52,68M","0,25%"
"11.12.2011","296,45","308,95","309,00","306,00","4,87M","-4,22%"
"04.12.2011","309,50","316,30","322,00","313,20","18,10M","-1,21%"
"27.11.2011","313,30","308,55","323,35","306,25","92,02M","1,20%"
"20.11.2011","309,60","321,10","321,15","309,00","134,34M","-3,42%"
"13.11.2011","320,55","323,85","326,50","318,50","156,01M","-1,03%"
"06.11.2011","323,90","328,05","333,25","317,45","450,68M","-0,95%"
"30.10.2011","327,00","326,40","329,10","315,60","318,32M","-0,06%"
"23.10.2011","327,20","331,85","340,00","322,50","507,83M","-1,12%"
"16.10.2011","330,90","330,45","332,95","317,25","630,13M","0,12%"
"09.10.2011","330,50","316,50","334,90","313,00","329,78M","4,69%"
"02.10.2011","315,70","307,05","326,20","295,00","555,76M","2,68%"
"25.09.2011","307,45","311,40","325,25","303,50","395,76M","0,21%"
"18.09.2011","306,80","341,00","345,00","306,00","119,55M","-10,06%"
"11.09.2011","341,10","351,00","359,00","336,00","13,94M","-3,23%"
"04.09.2011","352,50","369,00","369,00","350,00","24,80M","-5,72%"
"28.08.2011","373,90","364,00","378,00","363,20","153,24M","2,95%"
"21.08.2011","363,20","347,90","363,75","346,50","98,75M","4,10%"
"14.08.2011","348,90","315,00","349,25","314,45","566,92M","10,62%"
"07.08.2011","315,40","318,40","321,00","306,30","300,57M","-1,00%"
"31.07.2011","318,60","316,60","323,50","311,00","370,89M","0,85%"
"24.07.2011","315,90","317,60","322,90","314,00","224,49M","-0,39%"
"17.07.2011","317,15","316,00","319,50","313,60","57,71M","-3,01%"
"10.07.2011","327,00","327,00","327,00","327,00","","-2,50%"
"03.07.2011","335,40","335,40","335,40","335,40","","-0,53%"
"26.06.2011","337,20","331,00","331,00","331,00","156,71K","4,43%"
"19.06.2011","322,90","320,00","320,00","320,00","152,39K","-1,24%"
"12.06.2011","326,95","326,95","326,95","326,95","","-6,43%"
"05.06.2011","349,40","334,95","342,50","334,95","3,11M","-1,85%"
"29.05.2011","356,00","356,00","356,00","356,00","","3,41%"
"22.05.2011","344,25","344,25","344,25","344,25","","3,04%"
"15.05.2011","334,10","334,10","334,10","334,10","","-4,13%"
"08.05.2011","348,50","369,50","374,00","354,60","1,60M","-5,68%"
"01.05.2011","369,50","388,00","397,00","369,50","6,10M","-5,22%"
"24.04.2011","389,85","386,40","390,00","379,00","30,19M","0,75%"
"17.04.2011","386,95","376,00","386,00","374,50","24,18M","2,94%"
"10.04.2011","375,90","358,50","376,50","355,30","20,95M","6,17%"
"03.04.2011","354,05","334,80","352,50","334,80","2,20M","4,61%"
"27.03.2011","338,45","344,00","344,00","339,00","3,62M","-2,97%"
"20.03.2011","348,80","360,00","360,00","343,00","1,61M","-3,89%"
"13.03.2011","362,90","355,00","355,00","345,00","5,59M","1,94%"
"06.03.2011","356,00","356,00","375,00","356,00","1,99M","-0,10%"
"27.02.2011","356,35","351,00","358,00","350,10","31,76M","1,87%"
"20.02.2011","349,80","352,00","365,05","348,40","86,51M","-0,64%"
"13.02.2011","352,05","335,10","353,20","331,10","244,12M","5,07%"
"06.02.2011","335,05","332,60","337,70","327,60","244,13M","0,81%"
"30.01.2011","332,35","317,95","338,10","317,50","420,64M","4,61%"
"23.01.2011","317,70","303,60","318,25","300,00","370,92M","4,75%"
"16.01.2011","303,30","294,95","303,50","288,00","416,13M","2,85%"
"09.01.2011","294,90","287,50","303,75","286,80","593,31M","2,90%"
"02.01.2011","286,60","289,00","293,70","283,25","377,95M","-0,81%"
"26.12.2010","288,95","288,50","294,85","283,50","101,92M","0,50%"
"19.12.2010","287,50","266,00","296,95","266,00","254,21M","8,49%"
"12.12.2010","265,00","253,00","265,00","253,00","8,28M","6,92%"
"05.12.2010","247,85","247,50","253,50","246,00","17,29M","0,14%"
"28.11.2010","247,50","237,25","248,00","233,00","159,02M","4,39%"
"21.11.2010","237,10","247,00","249,55","235,40","429,54M","-3,89%"
"14.11.2010","246,70","239,45","247,00","231,50","360,50M","3,44%"
"07.11.2010","238,50","242,05","258,00","236,50","707,74M","-1,81%"
"31.10.2010","242,90","239,40","244,00","227,35","398,98M","1,44%"
"24.10.2010","239,45","234,90","239,80","230,45","542,63M","1,94%"
"17.10.2010","234,90","220,00","238,50","217,00","564,03M","6,87%"
"10.10.2010","219,80","215,00","223,15","209,15","234,52M","2,04%"
"03.10.2010","215,40","215,00","215,60","202,55","465,74M","0,12%"
"26.09.2010","215,15","213,10","225,50","213,00","530,55M","0,42%"
"19.09.2010","214,25","222,00","222,00","210,50","105,00M","-5,20%"
"12.09.2010","226,00","228,60","232,00","225,00","20,96M","-1,53%"
"05.09.2010","229,50","232,00","234,45","229,50","12,43M","-0,86%"
"29.08.2010","231,50","228,00","232,00","225,50","30,87M","1,03%"
"22.08.2010","229,15","225,00","229,50","205,85","250,70M","2,00%"
"15.08.2010","224,65","208,55","225,00","206,50","120,20M","7,39%"
"08.08.2010","209,20","199,30","213,20","197,00","191,94M","4,86%"
"01.08.2010","199,50","208,95","215,25","196,20","513,11M","-4,32%"
"25.07.2010","208,50","195,35","211,80","192,60","342,35M","6,76%"
"18.07.2010","195,30","189,95","196,50","189,20","101,41M","0,00%"
"11.07.2010","195,30","195,30","195,30","195,30","","3,77%"
"04.07.2010","188,20","188,20","188,20","188,20","","-1,29%"
"27.06.2010","190,65","186,00","186,00","186,00","401,47K","-2,56%"
"20.06.2010","195,65","195,65","195,65","195,65","","4,68%"
"13.06.2010","186,90","170,00","180,00","170,00","495,50K","9,43%"
"06.06.2010","170,80","173,00","173,00","173,00","376,55K","7,35%"
"30.05.2010","159,10","159,10","159,10","159,10","","-0,93%"
"23.05.2010","160,60","160,60","160,60","160,60","","-6,84%"
"16.05.2010","172,40","172,40","172,40","172,40","","-1,34%"
"09.05.2010","174,75","170,00","170,00","170,00","933,16K","1,33%"
"02.05.2010","172,45","177,00","177,00","171,90","1,27M","-2,54%"
"25.04.2010","176,95","174,90","176,60","173,00","7,84M","1,64%"
"18.04.2010","174,10","164,40","175,00","164,00","16,74M","5,90%"
"11.04.2010","164,40","166,45","167,80","164,40","18,47M","-0,99%"
"04.04.2010","166,05","170,05","173,00","165,55","29,56M","-2,12%"
"28.03.2010","169,65","169,20","171,00","168,00","877,28K","0,24%"
"21.03.2010","169,25","169,00","170,60","168,00","6,43M","1,20%"
"14.03.2010","167,25","167,25","167,25","167,25","","0,36%"
"07.03.2010","166,65","162,40","162,40","162,40","174,25K","2,18%"
"28.02.2010","163,10","159,50","164,00","159,50","697,89K","2,58%"
"21.02.2010","159,00","163,65","163,65","153,50","32,00M","-3,08%"
"14.02.2010","164,05","163,35","165,10","162,70","31,25M","0,31%"
"07.02.2010","163,55","157,55","164,35","156,65","226,66M","4,04%"
"31.01.2010","157,20","160,90","165,35","157,00","265,28M","-2,30%"
"24.01.2010","160,90","169,50","170,00","160,30","199,61M","-5,24%"
"17.01.2010","169,80","173,45","174,65","167,30","253,30M","-2,16%"
"10.01.2010","173,55","176,80","178,35","172,80","229,04M","-2,03%"
"03.01.2010","177,15","170,50","177,70","170,30","219,25M","4,48%"
